Sample Site Name,Actual X,Actual Y,Actual Z
DD22TRK129,689908.71,1737132.03,170.90
DD22TRK129,689915.47,1737138.89,153.37
DD22TRK129,689932.36,1737156.05,109.55
DD22TRK129,689948.85,1737173.13,65.55
DD22TRK129,689965.50,1737189.81,21.45
DD22TRK129,689971.89,1737196.63,3.21
DD22TRK130,691494.48,1737725.45,246.44
DD22TRK130,691494.48,1737725.45,-104.56
DD22TRK131,691312.03,1737679.97,267.71
DD22TRK131,691322.63,1737690.57,241.73
DD22TRK131,691333.20,1737700.80,215.58
DD22TRK131,691343.66,1737710.81,189.31
DD22TRK131,691353.95,1737720.57,162.87
DD22TRK131,691364.28,1737730.27,136.43
DD22TRK131,691374.65,1737740.01,110.02
DD22TRK131,691381.49,1737746.53,92.39
DD22TRK131,691381.49,1737746.53,92.39
DD22TRK132,691385.61,1737614.79,247.09
DD22TRK132,691385.61,1737614.79,136.09
DD22TRK133,691456.97,1737828.39,279.70
DD22TRK133,691456.97,1737828.39,-71.30
DD22TRK134,691386.00,1737618.87,247.19
DD22TRK134,691386.00,1737618.87,57.19
DD22TRK135,691442.47,1737396.96,266.42
DD22TRK135,691453.08,1737386.35,240.44
DD22TRK135,691463.60,1737375.72,214.43
DD22TRK135,691474.11,1737365.28,188.34
DD22TRK135,691484.53,1737355.26,162.05
DD22TRK135,691495.29,1737345.15,135.94
DD22TRK135,691516.97,1737324.80,83.83
DD22TRK135,691527.94,1737315.32,57.56
DD22TRK135,691527.94,1737315.32,57.56
DD22TRK136,691527.42,1737477.53,270.65
DD22TRK136,691555.88,1737505.99,200.93
DD22TRK137,691383.32,1737473.78,268.69
DD22TRK137,691393.93,1737484.39,242.70
DD22TRK137,691404.69,1737494.97,216.78
DD22TRK137,691415.25,1737505.49,190.74
DD22TRK137,691425.81,1737516.01,164.71
DD22TRK137,691436.31,1737526.47,138.63
DD22TRK137,691446.79,1737536.88,112.51
DD22TRK137,691454.02,1737543.79,95.19
DD22TRK137,691455.44,1737545.19,91.73
DD22TRK138,691526.44,1737477.79,270.70
DD22TRK138,691537.04,1737488.39,244.72
DD22TRK138,691547.24,1737498.38,218.33
DD22TRK138,691557.13,1737508.07,191.72
DD22TRK138,691566.98,1737517.48,164.99
DD22TRK138,691576.93,1737526.79,138.26
DD22TRK138,691583.70,1737532.83,120.44
DD22TRK138,691583.70,1737532.83,120.44
DD22TRK139,691449.17,1737521.88,236.12
DD22TRK139,691453.64,1737526.04,225.79
DD22TRK139,691460.34,1737532.29,210.29
DD22TRK139,691471.49,1737542.66,184.44
DD22TRK139,691481.05,1737551.38,162.47
DD22TRK140,691442.05,1737528.47,236.13
DD22TRK140,691452.65,1737539.08,210.15
DD22TRK140,691463.90,1737549.35,184.30
DD22TRK140,691471.45,1737556.03,167.03
DD22TRK140,691486.48,1737569.51,132.50
DD22TRK140,691498.05,1737579.19,106.57
DD22TRK140,691498.05,1737579.19,106.57
DD22TRK141,691525.70,1737615.77,249.27
DD22TRK141,691536.30,1737626.38,223.29
DD22TRK141,691547.12,1737637.54,197.63
DD22TRK141,691557.98,1737648.40,171.86
DD22TRK141,691568.67,1737659.43,146.09
DD22TRK141,691589.91,1737681.50,94.50
DD22TRK141,691600.58,1737692.55,68.73
DD22TRK141,691607.50,1737700.02,51.51
DD22TRK141,691610.98,1737703.76,42.92
DD22TRK141,691621.37,1737714.95,17.09
DD22TRK141,691631.77,1737726.13,-8.73
DD22TRK141,691631.77,1737726.13,-8.73
DD22TRK142,691666.63,1737757.12,223.04
DD22TRK142,691666.63,1737757.12,23.04
DD22TRK143,691249.89,1737610.72,277.44
DD22TRK143,691260.49,1737621.33,251.45
DD22TRK143,691270.96,1737631.69,225.32
DD22TRK143,691281.49,1737642.11,199.23
DD22TRK143,691291.52,1737652.71,173.02
DD22TRK143,691301.21,1737663.43,146.73
MR19TRK001,689048.70,1738677.75,212.71
MR19TRK001,689048.70,1738677.75,12.71
MR19TRK002,689333.57,1738384.37,216.71
MR19TRK002,689333.57,1738384.37,-28.29
MR19TRK003,688482.87,1736976.02,253.87
MR19TRK003,688482.87,1736976.02,53.87
MR19TRK004,688772.67,1737262.41,256.75
MR19TRK004,688772.67,1737262.41,56.75
MR19TRK005,688619.58,1737388.83,204.56
MR19TRK005,688619.58,1737388.83,4.56
MR19TRK006,689619.12,1738106.43,208.00
MR19TRK006,689619.12,1738106.43,8.00
MR19TRK007,689037.40,1738119.78,217.68
MR19TRK007,689037.40,1738119.78,5.68
MR19TRK008,688756.43,1736683.76,250.29
MR19TRK008,688756.43,1736683.76,50.29
MR19TRK009,689032.00,1736981.56,220.90
MR19TRK009,689032.00,1736981.56,20.90
MR19TRK010,689335.20,1737823.97,186.93
MR19TRK010,689335.20,1737823.97,-13.07
MR19TRK011,688202.79,1737258.76,266.87
MR19TRK011,688202.79,1737258.76,66.87
MR19TRK012,689341.32,1737260.62,197.06
MR19TRK012,689341.32,1737260.62,-8.94
MR19TRK013,688896.58,1737677.97,266.24
MR19TRK013,688896.58,1737677.97,66.24
MR19TRK014,689047.93,1736400.86,327.32
MR19TRK014,689047.93,1736400.86,156.32
MR19TRK015,689330.42,1736685.94,240.23
MR19TRK015,689330.42,1736685.94,40.23
MR19TRK016,689057.97,1737534.62,234.36
MR19TRK016,689057.97,1737534.62,34.36
MR19TRK017,689613.88,1737540.68,242.75
MR19TRK017,689613.88,1737540.68,42.75
MR19TRK018,689897.35,1737821.06,188.26
MR19TRK018,689897.35,1737821.06,-11.74
MR19TRK019,690177.49,1737540.05,194.76
MR19TRK019,690177.49,1737540.05,-5.24
MR19TRK020,690178.68,1736971.19,276.86
MR19TRK020,690178.68,1736971.19,76.86
MR19TRK021,690458.95,1737261.27,209.32
MR19TRK021,690458.95,1737261.27,9.32
MR19TRK022,689894.77,1737262.65,224.51
MR19TRK022,689894.77,1737262.65,34.51
MR19TRK023,690745.13,1736969.67,260.40
MR19TRK023,690745.13,1736969.67,60.40
MR19TRK024,691030.51,1736704.25,291.01
MR19TRK024,691030.51,1736704.25,91.01
MR19TRK025,689320.05,1736123.44,371.63
MR19TRK025,689320.05,1736123.44,311.63
MR19TRK026,689897.19,1737262.96,224.43
MR19TRK026,689897.19,1737262.96,24.43
MR19TRK027,690745.93,1736401.70,399.06
MR19TRK027,690745.93,1736401.70,199.06
MR19TRK028,690463.50,1736693.35,277.95
MR19TRK028,690463.50,1736693.35,77.95
MR19TRK029,691595.25,1737820.45,208.37
MR19TRK029,691595.25,1737820.45,-45.63
MR19TRK030,689897.07,1736696.84,232.92
MR19TRK030,689897.07,1736696.84,32.92
MR19TRK031,691306.89,1736983.63,316.44
MR19TRK031,691306.89,1736983.63,116.44
MR19TRK032,691312.21,1737541.76,295.77
MR19TRK032,691312.21,1737541.76,74.77
MR19TRK033,690189.40,1736416.60,357.94
MR19TRK033,690189.40,1736416.60,157.94
MR19TRK034,689610.53,1736977.37,285.60
MR19TRK034,689610.53,1736977.37,85.60
MR20TRK035,687917.32,1736415.38,214.05
MR20TRK035,687917.32,1736415.38,14.05
MR20TRK036,687913.83,1735850.84,222.66
MR20TRK036,687913.83,1735850.84,78.66
MR20TRK037,691591.66,1737258.79,321.80
MR20TRK037,691591.66,1737258.79,121.80
MR20TRK038,691023.85,1737254.30,246.74
MR20TRK038,691023.85,1737254.30,46.74
MR20TRK039,691033.53,1737829.48,259.40
MR20TRK039,691033.53,1737829.48,59.40
MR20TRK040,688198.97,1736132.78,304.70
MR20TRK040,688198.97,1736132.78,104.70
MR20TRK041,687635.49,1736131.50,279.47
MR20TRK041,687635.49,1736131.50,79.47
MR20TRK042,688195.08,1735561.95,258.92
MR20TRK042,688195.08,1735561.95,58.92
MR20TRK043,687353.14,1735848.18,264.32
MR20TRK043,687353.14,1735848.18,64.32
MR20TRK044,688478.21,1735850.65,380.57
MR20TRK044,688478.21,1735850.65,299.57
MR20TRK045,687615.87,1735570.76,251.21
MR20TRK045,687615.87,1735570.76,51.21
MR20TRK046,688480.39,1735847.75,379.90
MR20TRK046,688480.39,1735847.75,179.90
MR20TRK047,688487.01,1735290.28,353.04
MR20TRK047,688487.01,1735290.28,153.04
MR20TRK048,687907.59,1735854.54,222.22
MR20TRK048,687907.59,1735854.54,43.22
MR20TRK049,688196.41,1735002.92,317.26
MR20TRK049,688196.41,1735002.92,117.26
MR20TRK050,689046.89,1735288.20,367.40
MR20TRK050,689046.89,1735288.20,167.40
MR20TRK051,688472.77,1734723.07,347.42
MR20TRK051,688472.77,1734723.07,147.42
MR20TRK052,687066.92,1735557.95,262.76
MR20TRK052,687066.92,1735557.95,62.76
MR20TRK053,688765.74,1735005.05,407.10
MR20TRK053,688765.74,1735005.05,207.10
MR20TRK054,688763.14,1735568.28,459.97
MR20TRK054,688763.14,1735568.28,259.97
MR20TRK055,689188.73,1738534.20,196.05
MR20TRK055,689188.73,1738534.20,-3.95
MR20TRK056,689187.06,1738814.60,194.37
MR20TRK056,689187.06,1738814.60,-5.63
MR20TRK057,688903.95,1738249.29,250.76
MR20TRK057,688903.95,1738249.29,50.76
MR20TRK058,689477.24,1738255.68,243.97
MR20TRK058,689477.24,1738255.68,43.97
MR20TRK059,689753.62,1737967.27,218.53
MR20TRK059,689753.62,1737967.27,-2.47
MR20TRK060,689188.38,1737682.51,193.28
MR20TRK060,689188.38,1737682.51,-6.72
MR20TRK061,689191.19,1737967.37,207.18
MR20TRK061,689191.19,1737967.37,7.18
MR20TRK062,689047.45,1737823.03,234.53
MR20TRK062,689047.45,1737823.03,34.53
MR20TRK063,688764.18,1737541.69,241.97
MR20TRK063,688764.18,1737541.69,41.97
MR20TRK064,688905.21,1737966.71,213.22
MR20TRK064,688905.21,1737966.71,13.22
MR20TRK065,690319.15,1737399.98,216.52
MR20TRK065,690319.15,1737399.98,16.52
MR20TRK066,690037.68,1737684.41,196.41
MR20TRK066,690037.68,1737684.41,-3.59
MR20TRK067,690598.61,1737394.85,222.98
MR20TRK067,690598.61,1737394.85,22.98
MR20TRK068,690599.69,1737117.22,195.04
MR20TRK068,690599.69,1737117.22,45.04
MR20TRK069,690744.40,1737257.35,213.39
MR20TRK069,690744.40,1737257.35,13.39
MR20TRK070,690886.68,1737117.01,217.52
MR20TRK070,690886.68,1737117.01,67.52
MR20TRK071,691734.62,1737965.89,188.38
MR20TRK071,691734.62,1737965.89,-11.62
MR20TRK072,690887.63,1737400.64,218.48
MR20TRK072,690887.63,1737400.64,18.48
MR20TRK073,691313.46,1737826.41,225.66
MR20TRK073,691313.46,1737826.41,25.66
MR20TRK074,691591.86,1737541.61,285.12
MR20TRK074,691591.86,1737541.61,85.12
MR20TRK075,691449.68,1737965.80,247.69
MR20TRK075,691449.68,1737965.80,47.69
MR20TRK076,691733.28,1737683.80,236.86
MR20TRK076,691733.28,1737683.80,36.86
MR20TRK077,691167.74,1737685.25,294.24
MR20TRK077,691167.74,1737685.25,94.24
MR20TRK078,690038.65,1737119.19,219.61
MR20TRK078,690038.65,1737119.19,19.61
MR20TRK079,691167.96,1737401.15,281.89
MR20TRK079,691167.96,1737401.15,69.89
MR20TRK080,691874.95,1737824.04,214.70
MR20TRK080,691874.95,1737824.04,14.70
